title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Units,Variable status,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM1,Expression UKESM1-3,Model units
Variable atmos.1hr.rlds_tavg-u-hxy-u (E1hr.rlds),663,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/663,1hr atmos,rlds_tavg-u-hxy-u,surface_downwelling_longwave_flux_in_air,Not present,area: areacella,area: time: mean,Surface Downwelling Longwave Radiation,longitude latitude time,1hr,Surface Downwelling Longwave Radiation,atmos,down,This is the 3-hour mean flux.,W m-2,New,,,,,
Variable atmos.1hr.ps_tpt-u-hxy-u (E1hr.ps),661,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/661,1hr atmos,ps_tpt-u-hxy-u,surface_air_pressure,Not present,area: areacella,area: mean time: point,Surface pressure.,longitude latitude time1,1hr,Surface Air Pressure,atmos,,"Instantaneous value (i.e. synoptic or time-step value), Global field (single level) [XY-na] [amn-tpt]",Pa,New,,,,,
Variable atmos.1hr.huss_tpt-h2m-hxy-u (E1hr.huss),659,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/659,1hr atmos,huss_tpt-h2m-hxy-u,specific_humidity,Not present,area: areacella,area: mean time: point,Specific humidity at 2m.,longitude latitude time1 height2m,1hr,Near-Surface Specific Humidity,atmos,,This is sampled synoptically (instantaneous),1,New,,,,,
Variable atmos.1hr.hurs_tavg-h2m-hxy-u (E1hr.hurs),658,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/658,1hr atmos,hurs_tavg-h2m-hxy-u,relative_humidity,Not present,area: areacella,area: time: mean,Relative humidity at 2m above the surface,longitude latitude time height2m,1hr,Hourly relative humidity at the surface,atmos,,,%,New,,,,,
Variable atmos.1hr.hfss_tavg-u-hxy-u (E1hr.hfss),657,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/657,1hr atmos,hfss_tavg-u-hxy-u,surface_upward_sensible_heat_flux,Not present,area: areacella,area: time: mean,Hourly surface upward sensible heat flux,longitude latitude time,1hr,Surface upward sensible heat flux,atmos,,,W m-2,New,,,,,
Variable atmos.1hr.hfls_tavg-u-hxy-u (E1hr.hfls),656,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/656,1hr atmos,hfls_tavg-u-hxy-u,surface_upward_latent_heat_flux,Not present,area: areacella,area: time: mean,Hourly surface upward latent heat flux,longitude latitude time,1hr,Surface upward latent heat flux,atmos,,,W m-2,New,,,,,
Variable atmos.1hr.clt_tavg-u-hxy-u (E1hr.clt),655,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/655,1hr atmos,clt_tavg-u-hxy-u,cloud_area_fraction,Not present,area: areacella,area: time: mean,"Total cloud area fraction (reported as a percentage) for the whole atmospheric column, as seen from the surface or the top of the atmosphere. Includes both large-scale and convective cloud.",longitude latitude time,1hr,Total Cloud Cover Percentage,atmos,,,%,New,,,,,
Variable atmos.1hr.bldep_tavg-u-hxy-u (E1hr.bldep),654,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/654,1hr atmos,bldep_tavg-u-hxy-u,atmosphere_boundary_layer_thickness,Not present,area: areacella,area: time: mean,Boundary Layer depth,longitude latitude time,1hr,Boundary layer depth,atmos,,,m,New,,,,,
Variable atmos.mon.clwvimodis_tavg-u-hxy-u (CFmon.clwvimodis),533,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/533,mon atmos,clwvimodis_tavg-u-hxy-u,atmosphere_mass_content_of_cloud_condensed_water,Not present,area: areacella,area: time: mean,Mass of condensed (liquid + ice) water in the column divided by the area of the column (not just the area of the cloudy portion of the column) as seen by the MODIS instrument simulator.,longitude latitude time,mon,MODIS Condensed Water Path,atmos,,,kg m-2,New,,,,,
Variable atmos.mon.cltmodis_tavg-u-hxy-u (CFmon.cltmodis),530,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/530,mon atmos,cltmodis_tavg-u-hxy-u,modis_cloud_area_fraction,Not present,area: areacella,area: time: mean,Percentage of total cloud cover as seen by the MODIS instrument simulator.,longitude latitude time,mon,MODIS Total Cloud Area Fraction,atmos,,Latitude x longitude x time. NOTE: Both of the entries in _Coordinates_ and _Extra Dimensions_ should be ignored as they were only included for form submission.,%,New,,,,,
Variable atmos.mon.clmodisliquidReff_tavg-u-hxy-u (CFmon.clmodisliquidReff),526,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/526,mon atmos,clmodisliquidReff_tavg-u-hxy-u,modis_liquid_topped_cloud_area_fraction,Not present,area: areacella,area: time: mean,Percentage liquid-cloud cover as seen by the MODIS instrument simulator. Dimensions of LWP (cloud liquid water path) and r_eff (droplet effective radius).,longitude latitude effectRadLi tau time,mon,MODIS Liquid Topped Cloud Area Fraction,atmos,,7 LWP levels x 6 effective radius levels.,%,New,,,,,
Variable atmos.mon.clmodisliquid_tavg-p7c-hxy-air (CFmon.clmodisliquid),525,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/525,mon atmos,clmodisliquid_tavg-p7c-hxy-air,modis_liquid_topped_cloud_area_fraction,Not present,area: areacella,area: time: mean,"Percentage liquid-cloud cover in optical depth categories, as seen by the MODIS instrument simulator. Dimensions of tau (optical depth) and cloud-top pressure are the same used by clisccp (ISCCP simulator).",longitude latitude plev7c tau time,mon,MODIS Liquid Topped Cloud Area Fraction,atmos,,7 pressure levels x 7 optical depth levels.,%,New,,,,,
Variable atmos.mon.clmodisiceReff_tavg-u-hxy-u (CFmon.clmodisiceReff),524,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/524,mon atmos,clmodisiceReff_tavg-u-hxy-u,modis_ice_topped_cloud_area_fraction,Not present,area: areacella,area: time: mean,Percentage ice-cloud cover as seen by the MODIS instrument simulator. Dimensions of cloud IWP (cloud ice water path) and r_eff (effective droplet size).,longitude latitude effectRadIc tau time,mon,MODIS Ice Topped Cloud Area Fraction,atmos,,7 IWP levels x 6 effective radius levels.  Metric is further described in [Pincus 2023](https://essd.copernicus.org/articles/15/2483/2023/essd-15-2483-2023-discussion.html),%,New,,,,,
Variable atmos.mon.clmodisice_tavg-p7c-hxy-air (CFmon.clmodisice),523,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/523,mon atmos,clmodisice_tavg-p7c-hxy-air,modis_ice_topped_cloud_area_fraction,Not present,area: areacella,area: time: mean where air,"Percentage ice-cloud cover in optical depth categories, as seen by the MODIS instrument simulator. Dimensions of tau (optical depth) and cloud-top pressure are the same as used by clisccp output from the ISCCP satellite simulator.",longitude latitude plev7c tau time,mon,MODIS Ice Topped Cloud Area Fraction,atmos,,7 pressure levels x 7 optical depth levels.,%,New,,,,,
Variable atmos.mon.clmodis_tavg-p7c-hxy-air (CFmon.clmodis),522,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/522,mon atmos,clmodis_tavg-p7c-hxy-air,modis_cloud_area_fraction,Not present,area: areacella,area: time: mean where air,"Percentage of total cloud cover in optical depth categories, as seen by the MODIS instrument simulator. Dimensions of tau (optical depth) and cloud-top pressure are the same used by the ISCCP instrument simulator. This is the equivalent MODIS version of the ISCCP _clisccp _variable.",longitude latitude plev7c tau time,mon,MODIS Cloud Area Fraction,atmos,,7 pressure levels x 7 optical depth levels (x latitude x longitude x time).,%,New,,,,,
Variable atmos.mon.clivimodis_tavg-u-hxy-u (CFmon.clivimodis),519,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/519,mon atmos,clivimodis_tavg-u-hxy-u,atmosphere_mass_content_of_cloud_ice,Not present,area: areacella,area: time: mean,Mass of ice water in the column divided by the area of the column (not just the area of the cloudy portion of the column) as seen by the MODIS instrument simulator.,longitude latitude time,mon,MODIS Ice Water Path,atmos,,,kg m-2,New,,,,,
Variable atmos.day.hur_tavg-700hPa-hxy-air (CFday.hur700),491,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/491,day atmos,hur_tavg-700hPa-hxy-air,relative_humidity,Not present,area: areacella,area: time: mean,Relative humidity at 700 hPa,longitude latitude time p700,day,Relative humidity at 700 hPa,atmos,,,%,New,,,,,
Variable atmos.6hr.zg_tpt-u-hxy-u (6hrPlevPt.zg925),198,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/198,6hr atmos,zg_tpt-u-hxy-u,geopotential_height,Not present,area: areacella,area: mean time: point,"Geopotential Height at 925 hPa, 6 hourly instantaneous",longitude latitude time1 p925,6hr,zg925,atmos,,,m,New,,,,,
Variable atmos.6hr.zg_tpt-700hPa-hxy-u (6hrPlevPt.zg700),196,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/196,6hr atmos,zg_tpt-700hPa-hxy-u,geopotential_height,Not present,area: areacella,area: mean time: point,700 hPa geopotential height at 6 hourly instantaneous frequency,longitude latitude time1 p700,6hr,zg700,atmos,,,m,New,,,,,
Variable atmos.6hr.va_tpt-u-hxy-air (6hrPlevPt.vaUTLS),192,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/192,6hr atmos,va_tpt-u-hxy-air,northward_wind,Not present,area: areacella,area: mean where air time: point,"6 hourly instantaneous eastward wind at 5 pressure levels in the UTLS region (150, 175, 200, 225, and 250 hPa)",longitude latitude plev5u time1,6hr,6 hourly instantaneous eastward wind in the UTLS region,atmos,,,m s-1,New,,,,,
Variable atmos.6hr.va_tpt-u-hxy-u (6hrPlevPt.va200),190,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/190,6hr atmos,va_tpt-u-hxy-u,northward_wind,Not present,area: areacella,area: mean time: point,"Meridional wind (positive in a northward direction) at 200 hPa, 6 hourly instantaneous",longitude latitude time1 p200,6hr,va200,atmos,,,m s-1,New,,,,,
Variable atmos.6hr.ua_tpt-u-hxy-air (6hrPlevPt.uaUTLS),187,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/187,6hr atmos,ua_tpt-u-hxy-air,eastward_wind,Not present,area: areacella,area: mean where air time: point,"6 hourly instantaneous northward wind at 5 pressure levels in the UTLS region (150, 175, 200, 225, and 250 hPa)",longitude latitude plev5u time1,6hr,6 hourly instantaneous northward wind in the UTLS region,atmos,,,m s-1,New,,,,,
Variable atmos.6hr.ua_tpt-u-hxy-u (6hrPlevPt.ua200),185,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/185,6hr atmos,ua_tpt-u-hxy-u,eastward_wind,Not present,area: areacella,area: mean time: point,"Zonal wind (positive in a eastward direction) at 200 hPa, 6hourly instantaneous",longitude latitude time1 p200,6hr,ua200,atmos,,,m s-1,New,,,,,
Variable atmos.6hr.ta_tpt-u-hxy-u (6hrPlevPt.taUTLS),182,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/182,6hr atmos,ta_tpt-u-hxy-u,air_temperature,Not present,area: areacella,time: point,"6 hourly instantaneous temperature at 5 pressure levels in the UTLS region (150, 175, 200, 225, and 250 hPa)",longitude latitude plev5u time1,6hr,6 hourly instantaneous temperature in the UTLS region,atmos,,,K,New,,,,,
Variable atmos.6hr.prw_tpt-u-hxy-u (6hrPlevPt.prw),177,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/177,6hr atmos,prw_tpt-u-hxy-u,atmosphere_mass_content_of_water_vapor,Not present,area: areacella,time: point,Vertically integrated mass of water vapour,longitude latitude time1,6hr,6 hourly instantaneous vertically integrated water vapor,atmos,,I don't think table 6hrPlevPt is appropriate but I'm not sure which one is,kg m-2,New,,,,,
Variable atmos.6hr.pr_tpt-u-hxy-u (6hrPlevPt.pr),176,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/176,6hr atmos,pr_tpt-u-hxy-u,precipitation_flux,Not present,area: areacella,area: mean time: point,Total precipitation rate at the surface,longitude latitude time1,6hr,surface precipitation,atmos,,This variable is being requested as instantaneous fields every 6 hours. Was unsure which Table to select! I think I want something like 6hrPt rather than 6hrPlevPt,kg m-2 s-1,New,,,,,
Variable atmos.6hr.intvaw_tpt-u-hxy-u (6hrPlevPt.intvaw),175,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/175,6hr atmos,intvaw_tpt-u-hxy-u,northward_atmosphere_water_transport_across_unit_distance,Not present,area: areacella,area: point time: point,Vertically integrated northward moisture transport (Mass_weighted_vertical integral of the product of northward wind by total water mass per unit mass),longitude latitude time1,6hr,6 hourly instantaneous integral of meridional moisture flux,atmos,,I don't think 6hrPlevPt is the appropriate table but I didn't know what table to select,kg m-1 s-1,New,,,,,
Variable atmos.6hr.intuaw_tpt-u-hxy-u (6hrPlevPt.intuaw),174,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/174,6hr atmos,intuaw_tpt-u-hxy-u,eastward_atmosphere_water_transport_across_unit_distance,Not present,area: areacella,area: mean time: point,Vertically integrated eastward moisture transport (Mass weighted vertical integral of the product of eastward wind by total water mass per unit mass),longitude latitude time1,6hr,6 hourly instantaneous vertical integral of zonal water vapor flux,atmos,,I've selected 6hrPlevPt for the table as there didn't seem to be another option that was appropriate but I think it should just be 6hrPt.,kg m-1 s-1,New,,,,,
Variable atmos.6hr.hur_tpt-850hPa-hxy-air (6hrPlevPt.hur850),172,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/172,6hr atmos,hur_tpt-850hPa-hxy-air,relative_humidity,Not present,area: areacella,area: mean where air time: point,Relative humidity at 850 hPa,longitude latitude time1 p850,6hr,hur850,atmos,,,%,New,,,,,
Variable atmos.6hr.hur_tpt-500hPa-hxy-air (6hrPlevPt.hur500),171,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/171,6hr atmos,hur_tpt-500hPa-hxy-air,relative_humidity,Not present,area: areacella,area: mean where air time: point,"Relative humidity at 500 hPa, 6 hourly instantaneous",longitude latitude time1 p500,6hr,hu500,atmos,,,%,New,,,,,
Variable atmos.6hr.hur_tpt-100hPa-hxy-u (6hrPlevPt.hur100),170,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/170,6hr atmos,hur_tpt-100hPa-hxy-u,relative_humidity,Not present,area: areacella,area: mean time: point,Relative humidity at 100 hPa,longitude latitude time1 p100,6hr,hur100,atmos,,,%,New,,,,,
Variable atmos.6hr.ts_tavg-u-hxy-u (6hrPlev.ts),166,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/166,6hr atmos,ts_tavg-u-hxy-u,surface_temperature,Not present,area: areacella,area: time: mean,Surface temperature (skin for open ocean),longitude latitude time,6hr,Surface temperature,atmos,,,K,New,,,,,
Variable atmos.6hr.rsds_tavg-u-hxy-u (6hrPlev.rsds),162,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/162,6hr atmos,rsds_tavg-u-hxy-u,surface_downwelling_shortwave_flux_in_air,Not present,area: areacella,area: time: mean,Surface downwelling shortwave radiation,longitude latitude time,6hr,Surface Downwelling Shortwave Radiation,atmos,down,,W m-2,New,,,,,
Variable atmos.6hr.rlds_tavg-u-hxy-u (6hrPlev.rlds),161,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/161,6hr atmos,rlds_tavg-u-hxy-u,surface_downwelling_longwave_flux_in_air,Not present,area: areacella,area: time: mean,Surface downwelling longwave radiation,longitude latitude time,6hr,Surface Downwelling Longwave Radiation,atmos,down,,W m-2,New,,,,,
Variable atmos.6hr.ps_tavg-u-hxy-u (6hrPlev.ps),159,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/159,6hr atmos,ps_tavg-u-hxy-u,surface_air_pressure,Not present,area: areacella,area: time: mean,"Surface pressure, not mean sea level pressure",longitude latitude time,6hr,Surface Air Pressure,atmos,,,Pa,New,,,,,
Variable atmos.6hr.prsn_tavg-u-hxy-u (6hrPlev.prsn),158,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/158,6hr atmos,prsn_tavg-u-hxy-u,snowfall_flux,Not present,area: areacella,area: time: mean,Precipitation rate at surface: Includes precipitation of all forms of water in the solid phase.,longitude latitude time,6hr,Snowfall Rate,atmos,down,,kg m-2 s-1,New,,,,,
Variable atmos.6hr.prra_tavg-u-hxy-u (6hrPlev.prra),157,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/157,6hr atmos,prra_tavg-u-hxy-u,rainfall_flux,Not present,area: areacella,area: time: mean,Precipitation rate at surface: Includes precipitation of all forms of water in the liquid phase,longitude latitude time,6hr,Rainfall Flux,atmos,down,,kg m-2 s-1,New,,,,,
Variable atmos.6hr.huss_tavg-h2m-hxy-u (6hrPlev.huss),154,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/154,6hr atmos,huss_tavg-h2m-hxy-u,specific_humidity,Not present,area: areacella,area: time: mean,"Near-surface (usually, 2 meter) specific humidity.",longitude latitude time height2m,6hr,Near-Surface Specific Humidity,atmos,,,1,New,,,,,
Variable atmos.6hr.zg_tpt-l-hxy-u (6hrLev.zg),152,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/152,6hr atmos,zg_tpt-l-hxy-u,geopotential_height,Not present,area: areacella,area: mean time: point,Geopotential height,longitude latitude alevel time1,6hr,Geopotential height,atmos,,on all model levels,m,New,,,,,
Variable atmos.3hr.va_tavg-h100m-hxy-u (3hr.va100m),114,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/114,3hr atmos,va_tavg-h100m-hxy-u,northward_wind,Not present,area: areacella,area: time: mean,Meridional wind (positive in a northward direction) at 100m,longitude latitude time height100m,3hr,3-hourly v-wind at 100m,atmos,,,m s-1,New,,,,,
Variable atmos.3hr.ua_tavg-h100m-hxy-u (3hr.ua100m),113,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/113,3hr atmos,ua_tavg-h100m-hxy-u,eastward_wind,Not present,area: areacella,area: time: mean,Zonal wind (positive in a eastward direction) at 100m,longitude latitude time height100m,3hr,3-hourly u-wind at 100m,atmos,,,m s-1,New,,,,,
Variable atmos.mon.rluscs_tavg-u-hxy-u (Amon.rluscs),52,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/52,mon atmos,rluscs_tavg-u-hxy-u,surface_upwelling_longwave_flux_assuming_clear_sky,Not present,area: areacella,area: time: mean,Surface Upwelling Clear-sky Longwave Radiation,longitude latitude time,mon,Surface Upwelling Clear-Sky Longwave Radiation,atmos,up,,W m-2,New,,,,,
Variable atmos.mon.prra_tavg-u-hxy-u (Amon.prra),44,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/44,mon atmos,prra_tavg-u-hxy-u,rainfall_flux,Not present,area: areacella,area: time: mean,Rainfall rate at surface: Includes precipitation of all forms of water in the liquid phase,longitude latitude time,mon,Rainfall Flux,atmos,down,,kg m-2 s-1,New,,,,,
Variable atmos.mon.aod550volso4_tavg-u-hxy-u (Amon.aod550volso4),1,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/1,mon atmos,aod550volso4_tavg-u-hxy-u,stratosphere_optical_thickness_due_to_volcanic_ambient_aerosol_particles,Not present,area: areacella,area: time: mean,This is the monthly averaged aerosol optical thickness at 550 nm due to stratospheric volcanic sulphate aerosols,longitude latitude time lambda550nm,mon,Monthly Aerosol Optical Depth at 550nm Due to Stratospheric Volcanic Aerosols,atmos,,,1E-09,New,,,,,
