Model,Branded variable name,Frequency,STASH,Section,Item,time_profile,domain_profile,usage_profile
UKESM1,clcalipso_tavg-840hPa-hxy-air,day,m01s02i344,2,344,TDAYMN,DIAG,UP6
HadGEM3-GC31,clcalipso_tavg-840hPa-hxy-air,day,m01s02i321,2,321,TDAYMN,DIAG,UP6
HadGEM3-GC31,clcalipso_tavg-840hPa-hxy-air,day,m01s02i344,2,344,TDAYMN,DIAG,UP6
UKESM1,clivi_tavg-u-hxy-u,day,m01s02i392,2,392,TDAYMN,DIAG,UP6
HadGEM3-GC31,clivi_tavg-u-hxy-u,day,m01s02i392,2,392,TDAYMN,DIAG,UP6
UKESM1,clisccp_tavg-p7c-hxy-air,day,m01s02i330,2,330,TDAYMN,DIAG,UP6
UKESM1,clisccp_tavg-p7c-hxy-air,day,m01s02i337,2,337,TDAYMN,DCOSP7x7,UP6
HadGEM3-GC31,clisccp_tavg-p7c-hxy-air,day,m01s02i330,2,330,TDAYMN,DIAG,UP6
HadGEM3-GC31,clisccp_tavg-p7c-hxy-air,day,m01s02i337,2,337,TDAYMN,DCOSP7x7,UP6
UKESM1,cli_tavg-l-hxy-u,day,m01s02i309,2,309,TDAYMN,DALLTH,UP6
UKESM1,cli_tavg-l-hxy-u,day,m01s00i033,0,33,TDAYMN,DIAG,UP6
HadGEM3-GC31,cli_tavg-l-hxy-u,day,m01s02i309,2,309,TDAYMN,DALLTH,UP6
HadGEM3-GC31,cli_tavg-l-hxy-u,day,m01s00i033,0,33,TDAYMN,DIAG,UP6
UKESM1,clcalipso_tavg-220hPa-hxy-air,day,m01s02i323,2,323,TDAYMN,DIAG,UP6
UKESM1,clcalipso_tavg-220hPa-hxy-air,day,m01s02i346,2,346,TDAYMN,DIAG,UP6
HadGEM3-GC31,clcalipso_tavg-220hPa-hxy-air,day,m01s02i323,2,323,TDAYMN,DIAG,UP6
HadGEM3-GC31,clcalipso_tavg-220hPa-hxy-air,day,m01s02i346,2,346,TDAYMN,DIAG,UP6
UKESM1,clcalipso_tavg-h40-hxy-air,day,m01s02i325,2,325,TDAYMN,DCOSP40H,UP6
UKESM1,clcalipso_tavg-h40-hxy-air,day,m01s02i371,2,371,TDAYMN,DCOSP40H,UP6
HadGEM3-GC31,clcalipso_tavg-h40-hxy-air,day,m01s02i325,2,325,TDAYMN,DCOSP40H,UP6
HadGEM3-GC31,clcalipso_tavg-h40-hxy-air,day,m01s02i371,2,371,TDAYMN,DCOSP40H,UP6
UKESM1,cl_tavg-l-hxy-u,day,m01s02i261,2,261,TDAYMN,DALLTH,UP6
UKESM1,cl_tavg-l-hxy-u,day,m01s00i033,0,33,TDAYMN,DIAG,UP6
HadGEM3-GC31,cl_tavg-l-hxy-u,day,m01s02i261,2,261,TDAYMN,DALLTH,UP6
HadGEM3-GC31,cl_tavg-l-hxy-u,day,m01s00i033,0,33,TDAYMN,DIAG,UP6
UKESM1,albisccp_tavg-u-hxy-u,day,m01s02i331,2,331,TDAYMN,DIAG,UP6
UKESM1,albisccp_tavg-u-hxy-u,day,m01s02i334,2,334,TDAYMN,DIAG,UP6
HadGEM3-GC31,albisccp_tavg-u-hxy-u,day,m01s02i331,2,331,TDAYMN,DIAG,UP6
HadGEM3-GC31,albisccp_tavg-u-hxy-u,day,m01s02i334,2,334,TDAYMN,DIAG,UP6
UKESM1,ts_tpt-u-hxy-u,3hr,m01s00i024,0,24,T3HR,DIAG,UP8
HadGEM3-GC31,ts_tpt-u-hxy-u,3hr,m01s00i024,0,24,T3HR,DIAG,UP8
UKESM1,ta_tpt-l-hxy-u,3hr,m01s30i111,30,111,T3HR,DALLTH,UP8
UKESM1,ta_tpt-l-hxy-u,3hr,m01s30i111,30,111,T3HR,DALLTH,UP8
UKESM1,ta_tpt-l-hxy-u,3hr,m01s00i033,0,33,T3HR,DIAG,UP8
UKESM1,ta_tpt-l-hxy-u,3hr,m01s00i033,0,33,T3HR,DIAG,UP8
HadGEM3-GC31,ta_tpt-l-hxy-u,3hr,m01s30i111,30,111,T3HR,DALLTH,UP8
HadGEM3-GC31,ta_tpt-l-hxy-u,3hr,m01s30i111,30,111,T3HR,DALLTH,UP8
HadGEM3-GC31,ta_tpt-l-hxy-u,3hr,m01s00i033,0,33,T3HR,DIAG,UP8
HadGEM3-GC31,ta_tpt-l-hxy-u,3hr,m01s00i033,0,33,T3HR,DIAG,UP8
UKESM1,rsutcs_tpt-u-hxy-u,3hr,m01s01i209,1,209,T3HR,DIAG,UP8
HadGEM3-GC31,rsutcs_tpt-u-hxy-u,3hr,m01s01i209,1,209,T3HR,DIAG,UP8
UKESM1,rsut_tpt-u-hxy-u,3hr,m01s01i208,1,208,T3HR,DIAG,UP8
HadGEM3-GC31,rsut_tpt-u-hxy-u,3hr,m01s01i208,1,208,T3HR,DIAG,UP8
UKESM1,rsdscs_tpt-u-hxy-u,3hr,m01s01i210,1,210,T3HR,DIAG,UP8
HadGEM3-GC31,rsdscs_tpt-u-hxy-u,3hr,m01s01i210,1,210,T3HR,DIAG,UP8
UKESM1,rsds_tpt-u-hxy-u,3hr,m01s01i235,1,235,T3HR,DIAG,UP8
HadGEM3-GC31,rsds_tpt-u-hxy-u,3hr,m01s01i235,1,235,T3HR,DIAG,UP8
UKESM1,rlutcs_tpt-u-hxy-u,3hr,m01s02i205,2,205,T3HR,DIAG,UP8
UKESM1,rlutcs_tpt-u-hxy-u,3hr,m01s02i206,2,206,T3HR,DIAG,UP8
UKESM1,rlutcs_tpt-u-hxy-u,3hr,m01s03i332,3,332,T3HR,DIAG,UP8
HadGEM3-GC31,rlutcs_tpt-u-hxy-u,3hr,m01s02i205,2,205,T3HR,DIAG,UP8
HadGEM3-GC31,rlutcs_tpt-u-hxy-u,3hr,m01s02i206,2,206,T3HR,DIAG,UP8
HadGEM3-GC31,rlutcs_tpt-u-hxy-u,3hr,m01s03i332,3,332,T3HR,DIAG,UP8
UKESM1,rlut_tpt-u-hxy-u,3hr,m01s03i332,3,332,T3HR,DIAG,UP8
HadGEM3-GC31,rlut_tpt-u-hxy-u,3hr,m01s03i332,3,332,T3HR,DIAG,UP8
UKESM1,rldscs_tpt-u-hxy-u,3hr,m01s02i208,2,208,T3HR,DIAG,UP8
HadGEM3-GC31,rldscs_tpt-u-hxy-u,3hr,m01s02i208,2,208,T3HR,DIAG,UP8
UKESM1,rlds_tpt-u-hxy-u,3hr,m01s02i207,2,207,T3HR,DIAG,UP8
HadGEM3-GC31,rlds_tpt-u-hxy-u,3hr,m01s02i207,2,207,T3HR,DIAG,UP8
UKESM1,reffclws_tpt-l-hxy-scl,3hr,m01s02i312,2,312,T3HR,DALLTH,UP8
UKESM1,reffclws_tpt-l-hxy-scl,3hr,m01s02i397,2,397,T3HR,DALLTH,UP8
UKESM1,reffclws_tpt-l-hxy-scl,3hr,m01s00i033,0,33,T3HR,DIAG,UP8
HadGEM3-GC31,reffclws_tpt-l-hxy-scl,3hr,m01s02i312,2,312,T3HR,DALLTH,UP8
HadGEM3-GC31,reffclws_tpt-l-hxy-scl,3hr,m01s02i397,2,397,T3HR,DALLTH,UP8
HadGEM3-GC31,reffclws_tpt-l-hxy-scl,3hr,m01s00i033,0,33,T3HR,DIAG,UP8
UKESM1,reffclwc_tpt-l-hxy-ccl,3hr,m01s02i312,2,312,T3HR,DALLTH,UP8
UKESM1,reffclwc_tpt-l-hxy-ccl,3hr,m01s02i397,2,397,T3HR,DALLTH,UP8
UKESM1,reffclwc_tpt-l-hxy-ccl,3hr,m01s00i033,0,33,T3HR,DIAG,UP8
HadGEM3-GC31,reffclwc_tpt-l-hxy-ccl,3hr,m01s02i312,2,312,T3HR,DALLTH,UP8
HadGEM3-GC31,reffclwc_tpt-l-hxy-ccl,3hr,m01s02i397,2,397,T3HR,DALLTH,UP8
HadGEM3-GC31,reffclwc_tpt-l-hxy-ccl,3hr,m01s00i033,0,33,T3HR,DIAG,UP8
UKESM1,reffclis_tpt-l-hxy-scl,3hr,m01s02i313,2,313,T3HR,DALLTH,UP8
UKESM1,reffclis_tpt-l-hxy-scl,3hr,m01s02i398,2,398,T3HR,DALLTH,UP8
UKESM1,reffclis_tpt-l-hxy-scl,3hr,m01s00i033,0,33,T3HR,DIAG,UP8
HadGEM3-GC31,reffclis_tpt-l-hxy-scl,3hr,m01s02i313,2,313,T3HR,DALLTH,UP8
HadGEM3-GC31,reffclis_tpt-l-hxy-scl,3hr,m01s02i398,2,398,T3HR,DALLTH,UP8
HadGEM3-GC31,reffclis_tpt-l-hxy-scl,3hr,m01s00i033,0,33,T3HR,DIAG,UP8
UKESM1,reffclic_tpt-l-hxy-ccl,3hr,m01s02i313,2,313,T3HR,DALLTH,UP8
UKESM1,reffclic_tpt-l-hxy-ccl,3hr,m01s02i398,2,398,T3HR,DALLTH,UP8
UKESM1,reffclic_tpt-l-hxy-ccl,3hr,m01s00i033,0,33,T3HR,DIAG,UP8
HadGEM3-GC31,reffclic_tpt-l-hxy-ccl,3hr,m01s02i313,2,313,T3HR,DALLTH,UP8
HadGEM3-GC31,reffclic_tpt-l-hxy-ccl,3hr,m01s02i398,2,398,T3HR,DALLTH,UP8
HadGEM3-GC31,reffclic_tpt-l-hxy-ccl,3hr,m01s00i033,0,33,T3HR,DIAG,UP8
UKESM1,prw_tpt-u-hxy-u,3hr,m01s30i461,30,461,T3HR,DIAG,UP8
HadGEM3-GC31,prw_tpt-u-hxy-u,3hr,m01s30i461,30,461,T3HR,DIAG,UP8
UKESM1,pr_tpt-u-hxy-u,3hr,m01s05i216,5,216,T3HR,DIAG,UP8
HadGEM3-GC31,pr_tpt-u-hxy-u,3hr,m01s05i216,5,216,T3HR,DIAG,UP8
UKESM1,pfull_tpt-l-hxy-u,3hr,m01s00i408,0,408,T3HR,DALLTH,UP8
UKESM1,pfull_tpt-l-hxy-u,3hr,m01s00i408,0,408,T3HR,DALLTH,UP8
UKESM1,pfull_tpt-l-hxy-u,3hr,m01s00i033,0,33,T3HR,DIAG,UP8
UKESM1,pfull_tpt-l-hxy-u,3hr,m01s00i033,0,33,T3HR,DIAG,UP8
HadGEM3-GC31,pfull_tpt-l-hxy-u,3hr,m01s00i408,0,408,T3HR,DALLTH,UP8
HadGEM3-GC31,pfull_tpt-l-hxy-u,3hr,m01s00i408,0,408,T3HR,DALLTH,UP8
HadGEM3-GC31,pfull_tpt-l-hxy-u,3hr,m01s00i033,0,33,T3HR,DIAG,UP8
HadGEM3-GC31,pfull_tpt-l-hxy-u,3hr,m01s00i033,0,33,T3HR,DIAG,UP8
UKESM1,hurs_tpt-h2m-hxy-u,3hr,m01s03i245,3,245,T3HR,DIAG,UP8
HadGEM3-GC31,hurs_tpt-h2m-hxy-u,3hr,m01s03i245,3,245,T3HR,DIAG,UP8
UKESM1,clwvi_tpt-u-hxy-u,3hr,m01s02i391,2,391,T3HR,DIAG,UP8
UKESM1,clwvi_tpt-u-hxy-u,3hr,m01s02i392,2,392,T3HR,DIAG,UP8
HadGEM3-GC31,clwvi_tpt-u-hxy-u,3hr,m01s02i391,2,391,T3HR,DIAG,UP8
HadGEM3-GC31,clwvi_tpt-u-hxy-u,3hr,m01s02i392,2,392,T3HR,DIAG,UP8
UKESM1,clws_tpt-l-hxy-u,3hr,m01s02i308,2,308,T3HR,DALLTH,UP8
UKESM1,clws_tpt-l-hxy-u,3hr,m01s02i318,2,318,T3HR,DALLTH,UP8
UKESM1,clws_tpt-l-hxy-u,3hr,m01s00i033,0,33,T3HR,DIAG,UP8
HadGEM3-GC31,clws_tpt-l-hxy-u,3hr,m01s02i308,2,308,T3HR,DALLTH,UP8
HadGEM3-GC31,clws_tpt-l-hxy-u,3hr,m01s02i318,2,318,T3HR,DALLTH,UP8
HadGEM3-GC31,clws_tpt-l-hxy-u,3hr,m01s00i033,0,33,T3HR,DIAG,UP8
UKESM1,clwc_tpt-l-hxy-u,3hr,m01s02i318,2,318,T3HR,DALLTH,UP8
UKESM1,clwc_tpt-l-hxy-u,3hr,m01s00i033,0,33,T3HR,DIAG,UP8
HadGEM3-GC31,clwc_tpt-l-hxy-u,3hr,m01s02i318,2,318,T3HR,DALLTH,UP8
HadGEM3-GC31,clwc_tpt-l-hxy-u,3hr,m01s00i033,0,33,T3HR,DIAG,UP8
UKESM1,clt_tpt-u-hxy-u,3hr,m01s02i204,2,204,T3HR,DIAG,UP8
HadGEM3-GC31,clt_tpt-u-hxy-u,3hr,m01s02i204,2,204,T3HR,DIAG,UP8
UKESM1,clivi_tpt-u-hxy-u,3hr,m01s02i392,2,392,T3HR,DIAG,UP8
HadGEM3-GC31,clivi_tpt-u-hxy-u,3hr,m01s02i392,2,392,T3HR,DIAG,UP8
UKESM1,clis_tpt-l-hxy-u,3hr,m01s02i309,2,309,T3HR,DALLTH,UP8
UKESM1,clis_tpt-l-hxy-u,3hr,m01s02i319,2,319,T3HR,DALLTH,UP8
UKESM1,clis_tpt-l-hxy-u,3hr,m01s00i033,0,33,T3HR,DIAG,UP8
HadGEM3-GC31,clis_tpt-l-hxy-u,3hr,m01s02i309,2,309,T3HR,DALLTH,UP8
HadGEM3-GC31,clis_tpt-l-hxy-u,3hr,m01s02i319,2,319,T3HR,DALLTH,UP8
HadGEM3-GC31,clis_tpt-l-hxy-u,3hr,m01s00i033,0,33,T3HR,DIAG,UP8
UKESM1,clic_tpt-l-hxy-u,3hr,m01s02i319,2,319,T3HR,DALLTH,UP8
UKESM1,clic_tpt-l-hxy-u,3hr,m01s00i033,0,33,T3HR,DIAG,UP8
HadGEM3-GC31,clic_tpt-l-hxy-u,3hr,m01s02i319,2,319,T3HR,DALLTH,UP8
HadGEM3-GC31,clic_tpt-l-hxy-u,3hr,m01s00i033,0,33,T3HR,DIAG,UP8
UKESM1,zg_tavg-p39-hy-air,mon,m01s30i297,30,297,TMONMN,PLEV39Z,UP4
UKESM1,zg_tavg-p39-hy-air,mon,m01s30i304,30,304,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,zg_tavg-p39-hy-air,mon,m01s30i297,30,297,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,zg_tavg-p39-hy-air,mon,m01s30i304,30,304,TMONMN,PLEV39Z,UP4
UKESM1,va_tavg-p39-hy-air,mon,m01s30i202,30,202,TMONMN,PLEV39Z,UP4
UKESM1,va_tavg-p39-hy-air,mon,m01s30i301,30,301,TMONMN,PLEV39Z,UP4
UKESM1,va_tavg-p39-hy-air,mon,m01s30i201,30,201,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,va_tavg-p39-hy-air,mon,m01s30i202,30,202,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,va_tavg-p39-hy-air,mon,m01s30i301,30,301,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,va_tavg-p39-hy-air,mon,m01s30i201,30,201,TMONMN,PLEV39Z,UP4
UKESM1,ua_tavg-p39-hy-air,mon,m01s30i201,30,201,TMONMN,PLEV39Z,UP4
UKESM1,ua_tavg-p39-hy-air,mon,m01s30i301,30,301,TMONMN,PLEV39Z,UP4
UKESM1,ua_tavg-p39-hy-air,mon,m01s30i202,30,202,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,ua_tavg-p39-hy-air,mon,m01s30i201,30,201,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,ua_tavg-p39-hy-air,mon,m01s30i301,30,301,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,ua_tavg-p39-hy-air,mon,m01s30i202,30,202,TMONMN,PLEV39Z,UP4
UKESM1,ta_tavg-p39-hy-air,mon,m01s30i294,30,294,TMONMN,PLEV39Z,UP4
UKESM1,ta_tavg-p39-hy-air,mon,m01s30i304,30,304,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,ta_tavg-p39-hy-air,mon,m01s30i294,30,294,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,ta_tavg-p39-hy-air,mon,m01s30i304,30,304,TMONMN,PLEV39Z,UP4
UKESM1,oh_tavg-p39-hy-air,mon,m01s51i995,51,995,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,oh_tavg-p39-hy-air,mon,m01s51i995,51,995,TMONMN,PLEV39Z,UP4
UKESM1,o3_tavg-p39-hy-air,mon,m01s51i001,51,001,TMONMN,PLEV39Z,UP4
UKESM1,o3_tavg-p39-hy-air,mon,m01s51i999,51,999,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,o3_tavg-p39-hy-air,mon,m01s51i001,51,001,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,o3_tavg-p39-hy-air,mon,m01s51i999,51,999,TMONMN,PLEV39Z,UP4
UKESM1,noy_tavg-p39-hy-air,mon,m01s51i002,51,002,TMONMN,PLEV39Z,UP4
UKESM1,noy_tavg-p39-hy-air,mon,m01s51i996,51,996,TMONMN,PLEV39Z,UP4
UKESM1,noy_tavg-p39-hy-air,mon,m01s51i999,51,999,TMONMN,PLEV39Z,UP4
UKESM1,noy_tavg-p39-hy-air,mon,m01s51i003,51,003,TMONMN,PLEV39Z,UP4
UKESM1,noy_tavg-p39-hy-air,mon,m01s51i005,51,005,TMONMN,PLEV39Z,UP4
UKESM1,noy_tavg-p39-hy-air,mon,m01s51i006,51,006,TMONMN,PLEV39Z,UP4
UKESM1,noy_tavg-p39-hy-air,mon,m01s51i007,51,007,TMONMN,PLEV39Z,UP4
UKESM1,noy_tavg-p39-hy-air,mon,m01s51i013,51,013,TMONMN,PLEV39Z,UP4
UKESM1,noy_tavg-p39-hy-air,mon,m01s51i025,51,025,TMONMN,PLEV39Z,UP4
UKESM1,noy_tavg-p39-hy-air,mon,m01s51i048,51,048,TMONMN,PLEV39Z,UP4
UKESM1,noy_tavg-p39-hy-air,mon,m01s51i054,51,054,TMONMN,PLEV39Z,UP4
UKESM1,noy_tavg-p39-hy-air,mon,m01s51i058,51,058,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,noy_tavg-p39-hy-air,mon,m01s51i002,51,002,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,noy_tavg-p39-hy-air,mon,m01s51i996,51,996,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,noy_tavg-p39-hy-air,mon,m01s51i999,51,999,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,noy_tavg-p39-hy-air,mon,m01s51i003,51,003,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,noy_tavg-p39-hy-air,mon,m01s51i005,51,005,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,noy_tavg-p39-hy-air,mon,m01s51i006,51,006,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,noy_tavg-p39-hy-air,mon,m01s51i007,51,007,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,noy_tavg-p39-hy-air,mon,m01s51i013,51,013,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,noy_tavg-p39-hy-air,mon,m01s51i025,51,025,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,noy_tavg-p39-hy-air,mon,m01s51i048,51,048,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,noy_tavg-p39-hy-air,mon,m01s51i054,51,054,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,noy_tavg-p39-hy-air,mon,m01s51i058,51,058,TMONMN,PLEV39Z,UP4
UKESM1,n2o_tavg-p39-hy-air,mon,m01s51i049,51,049,TMONMN,PLEV39Z,UP4
UKESM1,n2o_tavg-p39-hy-air,mon,m01s51i999,51,999,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,n2o_tavg-p39-hy-air,mon,m01s51i049,51,049,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,n2o_tavg-p39-hy-air,mon,m01s51i999,51,999,TMONMN,PLEV39Z,UP4
UKESM1,meanage_tavg-p39-hy-air,mon,m01s51i150,51,150,TMONMN,PLEV39Z,UP4
UKESM1,meanage_tavg-p39-hy-air,mon,m01s51i999,51,999,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,meanage_tavg-p39-hy-air,mon,m01s51i150,51,150,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,meanage_tavg-p39-hy-air,mon,m01s51i999,51,999,TMONMN,PLEV39Z,UP4
UKESM1,ho2_tavg-p39-hy-air,mon,m01s51i082,51,082,TMONMN,PLEV39Z,UP4
UKESM1,ho2_tavg-p39-hy-air,mon,m01s51i999,51,999,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,ho2_tavg-p39-hy-air,mon,m01s51i082,51,082,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,ho2_tavg-p39-hy-air,mon,m01s51i999,51,999,TMONMN,PLEV39Z,UP4
UKESM1,hno3_tavg-p39-hy-air,mon,m01s51i007,51,007,TMONMN,PLEV39Z,UP4
UKESM1,hno3_tavg-p39-hy-air,mon,m01s51i999,51,999,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,hno3_tavg-p39-hy-air,mon,m01s51i007,51,007,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,hno3_tavg-p39-hy-air,mon,m01s51i999,51,999,TMONMN,PLEV39Z,UP4
UKESM1,hcl_tavg-p39-hy-air,mon,m01s34i992,34,992,TMONMN,DALLTH,UP4
UKESM1,hcl_tavg-p39-hy-air,mon,m01s51i999,51,999,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,hcl_tavg-p39-hy-air,mon,m01s34i992,34,992,TMONMN,DALLTH,UP4
HadGEM3-GC31,hcl_tavg-p39-hy-air,mon,m01s51i999,51,999,TMONMN,PLEV39Z,UP4
UKESM1,cly_tavg-p39-hy-air,mon,m01s51i041,51,041,TMONMN,PLEV39Z,UP4
UKESM1,cly_tavg-p39-hy-air,mon,m01s51i999,51,999,TMONMN,PLEV39Z,UP4
UKESM1,cly_tavg-p39-hy-air,mon,m01s51i042,51,042,TMONMN,PLEV39Z,UP4
UKESM1,cly_tavg-p39-hy-air,mon,m01s51i043,51,043,TMONMN,PLEV39Z,UP4
UKESM1,cly_tavg-p39-hy-air,mon,m01s51i044,51,044,TMONMN,PLEV39Z,UP4
UKESM1,cly_tavg-p39-hy-air,mon,m01s51i047,51,047,TMONMN,PLEV39Z,UP4
UKESM1,cly_tavg-p39-hy-air,mon,m01s51i051,51,051,TMONMN,PLEV39Z,UP4
UKESM1,cly_tavg-p39-hy-air,mon,m01s51i054,51,054,TMONMN,PLEV39Z,UP4
UKESM1,cly_tavg-p39-hy-air,mon,m01s51i055,51,055,TMONMN,PLEV39Z,UP4
UKESM1,cly_tavg-p39-hy-air,mon,m01s51i056,51,056,TMONMN,PLEV39Z,UP4
UKESM1,cly_tavg-p39-hy-air,mon,m01s51i992,51,992,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,cly_tavg-p39-hy-air,mon,m01s51i041,51,041,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,cly_tavg-p39-hy-air,mon,m01s51i999,51,999,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,cly_tavg-p39-hy-air,mon,m01s51i042,51,042,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,cly_tavg-p39-hy-air,mon,m01s51i043,51,043,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,cly_tavg-p39-hy-air,mon,m01s51i044,51,044,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,cly_tavg-p39-hy-air,mon,m01s51i047,51,047,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,cly_tavg-p39-hy-air,mon,m01s51i051,51,051,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,cly_tavg-p39-hy-air,mon,m01s51i054,51,054,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,cly_tavg-p39-hy-air,mon,m01s51i055,51,055,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,cly_tavg-p39-hy-air,mon,m01s51i056,51,056,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,cly_tavg-p39-hy-air,mon,m01s51i992,51,992,TMONMN,PLEV39Z,UP4
UKESM1,ch4_tavg-p39-hy-air,mon,m01s51i009,51,009,TMONMN,PLEV39Z,UP4
UKESM1,ch4_tavg-p39-hy-air,mon,m01s51i999,51,999,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,ch4_tavg-p39-hy-air,mon,m01s51i009,51,009,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,ch4_tavg-p39-hy-air,mon,m01s51i999,51,999,TMONMN,PLEV39Z,UP4
UKESM1,bry_tavg-p39-hy-air,mon,m01s51i045,51,045,TMONMN,PLEV39Z,UP4
UKESM1,bry_tavg-p39-hy-air,mon,m01s51i047,51,047,TMONMN,PLEV39Z,UP4
UKESM1,bry_tavg-p39-hy-air,mon,m01s51i048,51,048,TMONMN,PLEV39Z,UP4
UKESM1,bry_tavg-p39-hy-air,mon,m01s51i052,51,052,TMONMN,PLEV39Z,UP4
UKESM1,bry_tavg-p39-hy-air,mon,m01s51i053,51,053,TMONMN,PLEV39Z,UP4
UKESM1,bry_tavg-p39-hy-air,mon,m01s51i057,51,057,TMONMN,PLEV39Z,UP4
UKESM1,bry_tavg-p39-hy-air,mon,m01s51i994,51,994,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,bry_tavg-p39-hy-air,mon,m01s51i045,51,045,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,bry_tavg-p39-hy-air,mon,m01s51i047,51,047,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,bry_tavg-p39-hy-air,mon,m01s51i048,51,048,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,bry_tavg-p39-hy-air,mon,m01s51i052,51,052,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,bry_tavg-p39-hy-air,mon,m01s51i053,51,053,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,bry_tavg-p39-hy-air,mon,m01s51i057,51,057,TMONMN,PLEV39Z,UP4
HadGEM3-GC31,bry_tavg-p39-hy-air,mon,m01s51i994,51,994,TMONMN,PLEV39Z,UP4
UKESM1,ztp_tavg-u-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,ztp_tavg-u-hxy-u,mon,m01s30i453,30,453,TMONMN,DIAG,UP4
HadGEM3-GC31,ztp_tavg-u-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,ztp_tavg-u-hxy-u,mon,m01s30i453,30,453,TMONMN,DIAG,UP4
UKESM1,zg_tavg-l-hxy-u,mon,m01s16i201,16,201,TMONMN,DALLTH,UP4
UKESM1,zg_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
HadGEM3-GC31,zg_tavg-l-hxy-u,mon,m01s16i201,16,201,TMONMN,DALLTH,UP4
HadGEM3-GC31,zg_tavg-l-hxy-u,mon,m01s00i033,0,33,TMONMN,DIAG,UP4
UKESM1,wetss_tavg-u-hxy-u,mon,m01s38i241,38,241,TMONMN,DALLTH,UP4
UKESM1,wetss_tavg-u-hxy-u,mon,m01s38i242,38,242,TMONMN,DALLTH,UP4
UKESM1,wetss_tavg-u-hxy-u,mon,m01s38i265,38,265,TMONMN,DALLTH,UP4
UKESM1,wetss_tavg-u-hxy-u,mon,m01s38i914,38,914,TMONMN,DIAG,UP4
UKESM1,wetss_tavg-u-hxy-u,mon,m01s38i923,38,923,TMONMN,DIAG,UP4
UKESM1,wetso4_tavg-u-hxy-u,mon,m01s38i238,38,238,TMONMN,DALLTH,UP4
UKESM1,wetso4_tavg-u-hxy-u,mon,m01s38i239,38,239,TMONMN,DALLTH,UP4
UKESM1,wetso4_tavg-u-hxy-u,mon,m01s38i240,38,240,TMONMN,DALLTH,UP4
UKESM1,wetso4_tavg-u-hxy-u,mon,m01s38i261,38,261,TMONMN,DALLTH,UP4
UKESM1,wetso4_tavg-u-hxy-u,mon,m01s38i262,38,262,TMONMN,DALLTH,UP4
